glytoucan_ac,byonic,name_source,composition,mass
G16058FI,HexNAc(5)Hex(3)Sulpho(1) % 1599.52271281,G63273GB,HexNAc(5)Hex(3)Sulpho(1),1599.52271281
G16058MQ,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G16060FD,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G16061QI,HexNAc(6)Hex(6)dHex(1)NeuAc(2) % 2937.05248347,G98596OT,HexNAc(6)Hex(6)dHex(1)NeuAc(2),2937.05248347
G16063EF,HexNAc(2)Hex(4)dHex(1)NeuAc(1) % 1509.53392942,G39916IH,HexNAc(2)Hex(4)dHex(1)NeuAc(1),1509.53392942
G16070XQ,HexNAc(5)Hex(6)dHex(2)NeuAc(1) % 2588.9356031,G03596YS,HexNAc(5)Hex(6)dHex(2)NeuAc(1),2588.9356031
G16074JL,HexNAc(4)Hex(4)dHex(2) % 1770.65516686,G50073PQ,HexNAc(4)Hex(4)dHex(2),1770.65516686
G16075VA,HexNAc(5)Hex(4)dHex(1)NeuAc(2) % 2409.86746386,G95835XS,HexNAc(5)Hex(4)dHex(1)NeuAc(2),2409.86746386
G16079KZ,HexNAc(1)Hex(2) % 545.195584305,G05394UY,HexNAc(1)Hex(2),545.195584305
G16079QO,HexNAc(3)Hex(2) % 951.354329515,G73004SD,HexNAc(3)Hex(2),951.354329515
G16080RN,HexNAc(1)Hex(8) % 1517.51252531,G82985VK,HexNAc(1)Hex(8),1517.51252531
G16083MT,HexNAc(2)Hex(5)dHex(1) % 1380.49133628,G16407EV,HexNAc(2)Hex(5)dHex(1),1380.49133628
G16086VT,HexNAc(5)Hex(6)dHex(2)NeuAc(3) % 3171.12643637,G06704MH,HexNAc(5)Hex(6)dHex(2)NeuAc(3),3171.12643637
G16087LS,HexNAc(6)Hex(4)dHex(1) % 2030.7560032,G56610MH,HexNAc(6)Hex(4)dHex(1),2030.7560032
G16094GG,HexNAc(2)Hex(11) % 2206.75036841,G58087IP,HexNAc(2)Hex(11),2206.75036841
G16097JY,HexNAc(2)Hex(11) % 2206.75036841,G58087IP,HexNAc(2)Hex(11),2206.75036841
G16104HK,HexNAc(5)Hex(4)dHex(1) % 1827.6766306,G68318VE,HexNAc(5)Hex(4)dHex(1),1827.6766306
G16112BQ,HexNAc(4)Hex(6) % 1802.64499612,G02886BB,HexNAc(4)Hex(6),1802.64499612
G16116IM,HexNAc(7)Hex(8)dHex(3)NeuAc(4) % 4338.54415409,G39820SQ,HexNAc(7)Hex(8)dHex(3)NeuAc(4),4338.54415409
G16117GO,HexNAc(5)Hex(3)dHex(1) % 1665.6238071,G88725PI,HexNAc(5)Hex(3)dHex(1),1665.6238071
G16117KO,HexNAc(1)Hex(15) % 2651.8822898,G65327TR,HexNAc(1)Hex(15),2651.8822898
G16119LQ,HexNAc(6)Hex(6)dHex(1)NeuAc(3) % 3228.14790011,G90885MZ,HexNAc(6)Hex(6)dHex(1)NeuAc(3),3228.14790011
G16119YF,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G16122GW,HexNAc(4)Hex(5)dHex(1)Sulpho(1) % 1866.60689608,G63236GA,HexNAc(4)Hex(5)dHex(1)Sulpho(1),1866.60689608
G16125XL,HexNAc(7)Hex(7)dHex(1) % 2719.9938463,G17650MH,HexNAc(7)Hex(7)dHex(1),2719.9938463
G16127HW,HexNAc(2)Hex(5) % 1234.43342741,G02815KT,HexNAc(2)Hex(5),1234.43342741
G16131HJ,Hex(2)Sulpho(1) % 422.07302629,G59365RI,Hex(2)Sulpho(1),422.07302629
G16135DK,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G16136AD,HexNAc(2)Hex(1)dHex(1) % 732.28004228,G94583DZ,HexNAc(2)Hex(1)dHex(1),732.28004228
G16136DL,HexNAc(7)Hex(7)dHex(4) % 3158.16757292,G38680WX,HexNAc(7)Hex(7)dHex(4),3158.16757292
G16136QI,HexNAc(8)Hex(9)dHex(1)NeuAc(4) % 4411.56053245,G51637RO,HexNAc(8)Hex(9)dHex(1)NeuAc(4),4411.56053245
G16136YI,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G16139XI,HexNAc(6)Hex(7)dHex(1)NeuAc(1) % 2808.00989033,G73686WG,HexNAc(6)Hex(7)dHex(1)NeuAc(1),2808.00989033
G16143FT,HexNAc(4)Hex(2)dHex(1) % 1300.49161099,G60060GI,HexNAc(4)Hex(2)dHex(1),1300.49161099
G16144LR,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G16144PA,HexNAc(2)Hex(2)NeuAc(1) % 1039.37037354,G77513SG,HexNAc(2)Hex(2)NeuAc(1),1039.37037354
G16144RO,HexNAc(4)Hex(4)dHex(2)NeuAc(2) % 2352.84600013,G20864QR,HexNAc(4)Hex(4)dHex(2)NeuAc(2),2352.84600013
G16146QN,HexNAc(4)Hex(5)dHex(1) % 1786.65008149,G83555HU,HexNAc(4)Hex(5)dHex(1),1786.65008149
G16147GQ,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G16147IY,HexNAc(5)Hex(6)dHex(2) % 2297.84018646,G66933CM,HexNAc(5)Hex(6)dHex(2),2297.84018646
G16150CJ,HexNAc(5)Hex(6)dHex(1)NeuAc(2) % 2733.97311086,G85144OK,HexNAc(5)Hex(6)dHex(1)NeuAc(2),2733.97311086
G16151YX,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G16155TD,HexNAc(5)Hex(6)NeuAc(2) % 2587.915202,G27947YN,HexNAc(5)Hex(6)NeuAc(2),2587.915202
G16156ZE,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G16157NM,HexNAc(3)Hex(6) % 1599.56562352,G28541PG,HexNAc(3)Hex(6),1599.56562352
G16161CW,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G16171JW,HexNAc(7)Hex(9)dHex(2) % 3190.15740218,G41972NX,HexNAc(7)Hex(9)dHex(2),3190.15740218
G16174RA,HexNAc(2)Hex(5)dHex(2) % 1526.54924515,G75407BJ,HexNAc(2)Hex(5)dHex(2),1526.54924515
G16175MV,HexNAc(2)Hex(10) % 2044.69754491,G83460ZZ,HexNAc(2)Hex(10),2044.69754491
G16175ZV,HexNAc(4)Hex(6)dHex(2) % 2094.76081386,G16175ZV,HexNAc(4)Hex(6)dHex(2),2094.76081386
G16182AN,HexNAc(3)Hex(5)dHex(2) % 1729.62861776,G27622TD,HexNAc(3)Hex(5)dHex(2),1729.62861776
G16182WH,HexNAc(2)Hex(2)dHex(3) % 1186.44868352,G67531TM,HexNAc(2)Hex(2)dHex(3),1186.44868352
G16190HA,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G16197AT,HexNAc(14)Hex(15)dHex(6)NeuAc(2) % 6750.45242016,G72134PC,HexNAc(14)Hex(15)dHex(6)NeuAc(2),6750.45242016
G16199ST,HexNAc(5)Hex(3) % 1519.56589822,G49955PK,HexNAc(5)Hex(3),1519.56589822
G16201EW,HexNAc(1)Hex(3)NeuAc(4) % 1871.63007435,G73885NP,HexNAc(1)Hex(3)NeuAc(4),1871.63007435
G16201LW,HexNAc(3)Hex(4)dHex(1)NeuAc(1) % 1712.61330202,G72791KH,HexNAc(3)Hex(4)dHex(1)NeuAc(1),1712.61330202
G16202XR,HexNAc(1)Hex(1)dHex(1)Sulpho(1) % 609.157484265,G26918LL,HexNAc(1)Hex(1)dHex(1)Sulpho(1),609.157484265
G16203TA,HexNAc(5)Hex(4)dHex(1)NeuAc(2) % 2409.86746386,G95835XS,HexNAc(5)Hex(4)dHex(1)NeuAc(2),2409.86746386
G16204NU,HexNAc(6)Hex(7)dHex(1)NeuAc(4) % 3681.29614024,G95678HJ,HexNAc(6)Hex(7)dHex(1)NeuAc(4),3681.29614024
G16206CD,HexNAc(4)Hex(3)dHex(1)Pent(1) % 1594.58669329,G81920JR,HexNAc(4)Hex(3)dHex(1)Pent(1),1594.58669329
G16207FW,HexNAc(1)Hex(2)dHex(2) % 837.311402045,G67199LR,HexNAc(1)Hex(2)dHex(2),837.311402045
G16208YZ,HexNAc(8)Hex(9)dHex(1)NeuAc(3) % 4120.46511581,G27033WF,HexNAc(8)Hex(9)dHex(1)NeuAc(3),4120.46511581
G16214HG,HexNAc(3)Hex(1) % 789.301506015,G88713AC,HexNAc(3)Hex(1),789.301506015
G16216TH,HexNAc(4)Hex(6)dHex(1)NeuAc(1) % 2239.79832162,G15038BD,HexNAc(4)Hex(6)dHex(1)NeuAc(1),2239.79832162
G16222XJ,HexNAc(7)Hex(6)dHex(3) % 2850.05684054,G33635AG,HexNAc(7)Hex(6)dHex(3),2850.05684054
G16224PF,HexNAc(4)Hex(5)dHex(2) % 1932.70799036,G60923RB,HexNAc(4)Hex(5)dHex(2),1932.70799036
G16229EZ,HexNAc(3)Hex(1)NeuAc(1) % 1080.39692265,G58797XH,HexNAc(3)Hex(1)NeuAc(1),1080.39692265
G16230QU,HexNAc(4)Hex(4)dHex(1)Sulpho(1) % 1704.55407258,G86270PX,HexNAc(4)Hex(4)dHex(1)Sulpho(1),1704.55407258
G16233QJ,HexNAc(4)Hex(6)NeuAc(1) % 2093.74041275,G27126ED,HexNAc(4)Hex(6)NeuAc(1),2093.74041275
G16233TX,HexNAc(6)Hex(3) % 1722.64527083,G83633GK,HexNAc(6)Hex(3),1722.64527083
G16235BU,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G16239XF,HexNAc(1)Hex(2)dHex(1) % 691.253493175,G11235SR,HexNAc(1)Hex(2)dHex(1),691.253493175
G16244DG,HexNAc(1)Hex(2)dHex(1) % 691.253493175,G11235SR,HexNAc(1)Hex(2)dHex(1),691.253493175
G16247BY,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G16248NY,HexNAc(1)Hex(3)NeuAc(1) % 998.34382444,G09816OK,HexNAc(1)Hex(3)NeuAc(1),998.34382444
G16255HD,HexNAc(4)Hex(6)dHex(3) % 2240.81872273,G58802FE,HexNAc(4)Hex(6)dHex(3),2240.81872273
G16255WW,Hex(2)NeuAc(1) % 633.211628335,G94094XU,Hex(2)NeuAc(1),633.211628335
G16258KS,HexNAc(1)Hex(1)dHex(1)NeuAc(1) % 820.29608631,G98896IU,HexNAc(1)Hex(1)dHex(1)NeuAc(1),820.29608631
G16260FV,HexNAc(1)Hex(1)dHex(1)NeuAc(1) % 820.29608631,G98896IU,HexNAc(1)Hex(1)dHex(1)NeuAc(1),820.29608631
G16260WC,Hex(4)dHex(2) % 958.33767644,G67172VF,Hex(4)dHex(2),958.33767644
G16265FN,HexNAc(1)Hex(2)NeuGc(1) % 852.28591557,G77330IO,HexNAc(1)Hex(2)NeuGc(1),852.28591557
G16265MV,HexNAc(5)Hex(4)dHex(1)NeuAc(1) % 2118.77204723,G44953PJ,HexNAc(5)Hex(4)dHex(1)NeuAc(1),2118.77204723
G16265OF,HexNAc(9)Hex(7)dHex(1)NeuAc(4) % 4290.53425806,G65057SM,HexNAc(9)Hex(7)dHex(1)NeuAc(4),4290.53425806
G16268BN,HexNAc(4)Hex(6) % 1802.64499612,G02886BB,HexNAc(4)Hex(6),1802.64499612
G16269RR,HexNAc(2)Hex(4)dHex(1)NeuAc(2) % 1800.62934605,G26400XV,HexNAc(2)Hex(4)dHex(1)NeuAc(2),1800.62934605
G16270SN,HexNAc(3)Hex(2)dHex(1) % 1097.41223839,G02809YH,HexNAc(3)Hex(2)dHex(1),1097.41223839
G16272GL,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G16273YD,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G16274HY,HexNAc(1)Hex(4)dHex(1) % 1015.35914017,G25928EE,HexNAc(1)Hex(4)dHex(1),1015.35914017
G16276PY,HexNAc(4)Hex(5)dHex(1)NeuAc(2) % 2368.84091476,G88374WZ,HexNAc(4)Hex(5)dHex(1)NeuAc(2),2368.84091476
G16280LD,HexNAc(1)Hex(2)NeuAc(1) % 836.29100094,G38025DM,HexNAc(1)Hex(2)NeuAc(1),836.29100094
G16285VW,Hex(2)Sulpho(1) % 422.07302629,G59365RI,Hex(2)Sulpho(1),422.07302629
G16287BY,HexNAc(6)Hex(7)NeuAc(1)NeuGc(4) % 3890.31330652,G96326PH,HexNAc(6)Hex(7)NeuAc(1)NeuGc(4),3890.31330652
G16288SO,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G16289YK,HexNAc(6)Hex(6)dHex(2)NeuAc(2) % 3083.11039234,G98544EX,HexNAc(6)Hex(6)dHex(2)NeuAc(2),3083.11039234
G16290UY,HexNAc(3)Hex(4)NeuAc(2) % 1857.65080979,G60667HJ,HexNAc(3)Hex(4)NeuAc(2),1857.65080979
G16294GR,HexNAc(3)Hex(4)dHex(1)NeuAc(1) % 1712.61330202,G72791KH,HexNAc(3)Hex(4)dHex(1)NeuAc(1),1712.61330202
G16302TV,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G16302VZ,HexNAc(6)Hex(3)dHex(1)NeuGc(1) % 2175.79351097,G33766VH,HexNAc(6)Hex(3)dHex(1)NeuGc(1),2175.79351097
G16302WG,Hex(7) % 1152.3803292,G55913GS,Hex(7),1152.3803292
G16303GY,HexNAc(5)Hex(4)dHex(2)NeuAc(1) % 2264.8299561,G70087PV,HexNAc(5)Hex(4)dHex(2)NeuAc(1),2264.8299561
G16306SY,HexNAc(6)Hex(7)dHex(1) % 2516.9144737,G49739MP,HexNAc(6)Hex(7)dHex(1),2516.9144737
G16314SH,HexNAc(7)Hex(6)dHex(2)NeuAc(3) % 3577.28518158,G92775BB,HexNAc(7)Hex(6)dHex(2)NeuAc(3),3577.28518158
G16316CS,HexNAc(4)Hex(4)dHex(1)Sulpho(1) % 1704.55407258,G86270PX,HexNAc(4)Hex(4)dHex(1)Sulpho(1),1704.55407258
G16317CO,HexNAc(1)Hex(2)dHex(1) % 691.253493175,G11235SR,HexNAc(1)Hex(2)dHex(1),691.253493175
G16324RF,HexNAc(1)Hex(9) % 1679.5653488,G45703RF,HexNAc(1)Hex(9),1679.5653488
G16325IK,HexNAc(6)Hex(7) % 2370.85656483,G43669FQ,HexNAc(6)Hex(7),2370.85656483
G16325UX,HexNAc(1)Hex(1)dHex(1) % 529.200669675,G54129SE,HexNAc(1)Hex(1)dHex(1),529.200669675
G16327EQ,HexNAc(1)Hex(2)NeuGc(1) % 852.28591557,G77330IO,HexNAc(1)Hex(2)NeuGc(1),852.28591557
G16327YW,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G16328IY,HexNAc(4)Hex(4)NeuAc(1) % 1769.63476575,G45504EY,HexNAc(4)Hex(4)NeuAc(1),1769.63476575
G16328WV,HexNAc(1)Hex(1) % 383.142760805,G43417UB,HexNAc(1)Hex(1),383.142760805
G16331AD,HexNAc(3)Hex(4) % 1275.45997652,G57776ZU,HexNAc(3)Hex(4),1275.45997652
G16335FI,HexNAc(7)Hex(8)dHex(1)NeuAc(1) % 3173.14208644,G82348RD,HexNAc(7)Hex(8)dHex(1)NeuAc(1),3173.14208644
G16340GB,HexNAc(1)Hex(1)dHex(1)NeuAc(1) % 820.29608631,G98896IU,HexNAc(1)Hex(1)dHex(1)NeuAc(1),820.29608631
G16340ZJ,HexNAc(5)Hex(6)NeuAc(2) % 2587.915202,G27947YN,HexNAc(5)Hex(6)NeuAc(2),2587.915202
G16341ZC,HexNAc(5)Hex(6)NeuAc(1) % 2296.81978536,G40926MX,HexNAc(5)Hex(6)NeuAc(1),2296.81978536
G16344ZG,HexNAc(4)Hex(5)dHex(1)NeuAc(1)Sulpho(1) % 2157.70231272,G84318LI,HexNAc(4)Hex(5)dHex(1)NeuAc(1)Sulpho(1),2157.70231272
G16345OH,HexNAc(2)Hex(2)dHex(1)Sulpho(1) % 974.28968037,G67631MS,HexNAc(2)Hex(2)dHex(1)Sulpho(1),974.28968037
G16348WN,Hex(2)dHex(1) % 488.17412057,G89864HJ,Hex(2)dHex(1),488.17412057
G16350SB,HexNAc(4)Hex(6)NeuAc(1) % 2093.74041275,G27126ED,HexNAc(4)Hex(6)NeuAc(1),2093.74041275
G16352OT,HexNAc(4)Hex(6)NeuGc(1) % 2109.73532738,G60875AH,HexNAc(4)Hex(6)NeuGc(1),2109.73532738
G16353SN,HexNAc(1)Hex(1) % 383.142760805,G43417UB,HexNAc(1)Hex(1),383.142760805
G16356RY,HexNAc(3)Hex(4)dHex(1) % 1421.51788538,G10339FR,HexNAc(3)Hex(4)dHex(1),1421.51788538
G16363CS,Hex(3)dHex(1) % 650.22694407,G48927BJ,Hex(3)dHex(1),650.22694407
G16366NK,HexNAc(5)Hex(5)dHex(2) % 2135.78736296,G29651HS,HexNAc(5)Hex(5)dHex(2),2135.78736296
G16370AI,HexNAc(5)Hex(5)dHex(1) % 1989.72945409,G85740DB,HexNAc(5)Hex(5)dHex(1),1989.72945409
G16370GQ,HexNAc(2)Hex(1)NeuAc(2) % 1168.41296668,G12520SZ,HexNAc(2)Hex(1)NeuAc(2),1168.41296668
G16373HI,HexNAc(7)Hex(7)dHex(4) % 3158.16757292,G38680WX,HexNAc(7)Hex(7)dHex(4),3158.16757292
G16374KD,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G16377ZV,HexNAc(5)Hex(4) % 1681.61872173,G72790NZ,HexNAc(5)Hex(4),1681.61872173
G16379FL,HexNAc(6)Hex(6)NeuAc(2) % 2790.9945746,G49755GI,HexNAc(6)Hex(6)NeuAc(2),2790.9945746
G16385VA,HexNAc(5)Hex(6)dHex(2) % 2297.84018646,G66933CM,HexNAc(5)Hex(6)dHex(2),2297.84018646
G16389EC,HexNAc(7)Hex(8)dHex(1) % 2882.0466698,G55216FT,HexNAc(7)Hex(8)dHex(1),2882.0466698
G16391RN,HexNAc(7)Hex(5)dHex(2) % 2541.94610818,G60027ZP,HexNAc(7)Hex(5)dHex(2),2541.94610818
G16392PF,HexNAc(1)Hex(5)dHex(1) % 1177.41196367,G71889QA,HexNAc(1)Hex(5)dHex(1),1177.41196367
G16393FR,HexNAc(5)Hex(6)dHex(1)NeuAc(1) % 2442.87769423,G86752LQ,HexNAc(5)Hex(6)dHex(1)NeuAc(1),2442.87769423
G16397GM,HexNAc(5)Hex(5)dHex(1)NeuAc(2) % 2571.92028737,G36670VW,HexNAc(5)Hex(5)dHex(1)NeuAc(2),2571.92028737
G16400YY,HexNAc(5)Hex(5)dHex(2)NeuAc(1) % 2426.8827796,G84492TS,HexNAc(5)Hex(5)dHex(2)NeuAc(1),2426.8827796
G16402DK,HexNAc(6)Hex(3)dHex(1)Sulpho(1) % 1948.65999429,G11145KS,HexNAc(6)Hex(3)dHex(1)Sulpho(1),1948.65999429
G16403CC,HexNAc(7)Hex(8)dHex(1)NeuAc(3) % 3755.33291971,G59639BE,HexNAc(7)Hex(8)dHex(1)NeuAc(3),3755.33291971
G16403CM,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G16404NW,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G16404YH,HexNAc(2)Hex(5) % 1234.43342741,G02815KT,HexNAc(2)Hex(5),1234.43342741
G16405ET,HexNAc(5) % 1033.40742772,G80351KB,HexNAc(5),1033.40742772
G16405QY,HexNAc(4)Hex(5)NeuAc(2) % 2222.78300589,G00912UN,HexNAc(4)Hex(5)NeuAc(2),2222.78300589
G16407EV,HexNAc(2)Hex(5)dHex(1) % 1380.49133628,G16407EV,HexNAc(2)Hex(5)dHex(1),1380.49133628
G16409VA,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G16411DN,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G16411UV,HexNAc(4)Hex(5) % 1640.59217262,G10486CT,HexNAc(4)Hex(5),1640.59217262
G16413DP,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G16413MV,HexNAc(2)Hex(2)dHex(2)Sulpho(1) % 1120.34758924,G44799CV,HexNAc(2)Hex(2)dHex(2)Sulpho(1),1120.34758924
G16415EL,HexNAc(4)Hex(3)dHex(2) % 1608.60234336,G61855PQ,HexNAc(4)Hex(3)dHex(2),1608.60234336
G16415FK,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G16416ZX,HexNAc(6)Hex(7)dHex(2)NeuAc(3) % 3536.25863248,G87056QU,HexNAc(6)Hex(7)dHex(2)NeuAc(3),3536.25863248
G16417CU,HexNAc(2)Hex(6) % 1396.48625091,G41247ZX,HexNAc(2)Hex(6),1396.48625091
G16418XC,HexNAc(1)Hex(2)NeuAc(1) % 836.29100094,G38025DM,HexNAc(1)Hex(2)NeuAc(1),836.29100094
G16421CZ,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G16423QQ,HexNAc(4)Hex(4)NeuGc(1) % 1785.62968039,G92821TF,HexNAc(4)Hex(4)NeuGc(1),1785.62968039
G16425UP,HexNAc(7)Hex(5)dHex(2)NeuAc(1) % 2833.04152481,G11105NL,HexNAc(7)Hex(5)dHex(2)NeuAc(1),2833.04152481
G16429YB,Hex(2)dHex(1) % 488.17412057,G89864HJ,Hex(2)dHex(1),488.17412057
G16433RL,HexNAc(5)Hex(4)dHex(2)NeuAc(1) % 2264.8299561,G70087PV,HexNAc(5)Hex(4)dHex(2)NeuAc(1),2264.8299561
G16437LH,HexNAc(4)Hex(5)NeuAc(2) % 2222.78300589,G00912UN,HexNAc(4)Hex(5)NeuAc(2),2222.78300589
G16438SA,Hex(4)dHex(1) % 812.27976757,G19865KY,Hex(4)dHex(1),812.27976757
G16438UK,HexNAc(2)Hex(2)NeuAc(1) % 1039.37037354,G77513SG,HexNAc(2)Hex(2)NeuAc(1),1039.37037354
G16441MS,HexNAc(4)Hex(5)dHex(4) % 2224.8238081,G05933EN,HexNAc(4)Hex(5)dHex(4),2224.8238081
G16444FW,HexNAc(6)Hex(7)NeuAc(2) % 2953.0473981,G37818NZ,HexNAc(6)Hex(7)NeuAc(2),2953.0473981
G16444WJ,HexNAc(8)Hex(9)dHex(1) % 3247.17886591,G53315IV,HexNAc(8)Hex(9)dHex(1),3247.17886591
G16444ZD,HexNAc(7)Hex(3) % 1925.72464343,G73430PD,HexNAc(7)Hex(3),1925.72464343
G16448FY,HexNAc(2)Hex(5) % 1234.43342741,G02815KT,HexNAc(2)Hex(5),1234.43342741
G16451PE,HexNAc(5)Hex(5)dHex(1) % 1989.72945409,G85740DB,HexNAc(5)Hex(5)dHex(1),1989.72945409
G16452YW,HexNAc(3)Hex(5)dHex(2) % 1729.62861776,G27622TD,HexNAc(3)Hex(5)dHex(2),1729.62861776
G16455YH,HexNAc(8)Hex(7)dHex(1)NeuAc(2)Sulpho(2) % 3665.17768136,G16455YH,HexNAc(8)Hex(7)dHex(1)NeuAc(2)Sulpho(2),3665.17768136
G16456ZV,HexNAc(3)Hex(2)NeuAc(3) % 1824.64057942,G52448OU,HexNAc(3)Hex(2)NeuAc(3),1824.64057942
G16458JH,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G16459CO,HexNAc(4)Hex(2)dHex(2) % 1446.54951986,G64876LY,HexNAc(4)Hex(2)dHex(2),1446.54951986
G16462LQ,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G16462LS,HexNAc(5)Hex(9)dHex(1) % 2637.94074809,G16462LS,HexNAc(5)Hex(9)dHex(1),2637.94074809
G16463NX,HexNAc(3)Hex(1)dHex(2) % 1081.41732376,G88775CU,HexNAc(3)Hex(1)dHex(2),1081.41732376
G16464LC,HexNAc(4)Hex(5)dHex(1)NeuAc(1) % 2077.74549812,G08293MJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1),2077.74549812
G16468EC,HexNAc(4)Hex(4)dHex(2)NeuAc(1) % 2061.75058349,G40664HB,HexNAc(4)Hex(4)dHex(2)NeuAc(1),2061.75058349
G16469NY,HexNAc(5)Hex(6)dHex(1)NeuAc(3) % 3025.0685275,G94917XT,HexNAc(5)Hex(6)dHex(1)NeuAc(3),3025.0685275
G16470PS,HexNAc(1)Hex(1)NeuGc(1) % 690.23309207,G27997AO,HexNAc(1)Hex(1)NeuGc(1),690.23309207
G16473NN,HexNAc(3)Hex(5)dHex(1) % 1583.57070889,G15486FH,HexNAc(3)Hex(5)dHex(1),1583.57070889
G16475AJ,HexNAc(1)Hex(8) % 1517.51252531,G82985VK,HexNAc(1)Hex(8),1517.51252531
G16476DW,HexNAc(5)Hex(6)dHex(2)NeuAc(1) % 2588.9356031,G03596YS,HexNAc(5)Hex(6)dHex(2)NeuAc(1),2588.9356031
G16479OO,HexNAc(2)Hex(2)dHex(3) % 1186.44868352,G67531TM,HexNAc(2)Hex(2)dHex(3),1186.44868352
G16481GK,HexNAc(8)Hex(9)dHex(1) % 3247.17886591,G53315IV,HexNAc(8)Hex(9)dHex(1),3247.17886591
G16482XF,HexNAc(2)Hex(13) % 2530.85601541,G12959FT,HexNAc(2)Hex(13),2530.85601541
G16485UH,HexNAc(8)Hex(11)dHex(1)NeuAc(2) % 4153.47534618,G80338YO,HexNAc(8)Hex(11)dHex(1)NeuAc(2),4153.47534618
G16486ID,HexNAc(6)Hex(6)dHex(3) % 2646.97746794,G34852SB,HexNAc(6)Hex(6)dHex(3),2646.97746794
G16487ID,HexNAc(2)Hex(2)dHex(1)Sulpho(1) % 974.28968037,G67631MS,HexNAc(2)Hex(2)dHex(1)Sulpho(1),974.28968037
G16492FT,HexNAc(1)Hex(2)NeuAc(1) % 836.29100094,G38025DM,HexNAc(1)Hex(2)NeuAc(1),836.29100094
G16495BO,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G16495LU,HexNAc(3)Hex(3)dHex(2)NeuAc(1) % 1696.61838739,G08805HB,HexNAc(3)Hex(3)dHex(2)NeuAc(1),1696.61838739
G16495ZV,HexNAc(3)Hex(5)dHex(2)NeuAc(1) % 2020.72403439,G35235RT,HexNAc(3)Hex(5)dHex(2)NeuAc(1),2020.72403439
G16496QP,HexNAc(2)Hex(3)NeuAc(1) % 1201.42319705,G43709WM,HexNAc(2)Hex(3)NeuAc(1),1201.42319705
G16497OB,HexNAc(2)Hex(5) % 1234.43342741,G02815KT,HexNAc(2)Hex(5),1234.43342741
G16502FJ,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G16503YF,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G16503YX,HexNAc(9)Hex(6)dHex(2) % 3110.15767689,G96255ZG,HexNAc(9)Hex(6)dHex(2),3110.15767689
G16504VB,HexNAc(5)Hex(6)dHex(1)NeuAc(3) % 3025.0685275,G94917XT,HexNAc(5)Hex(6)dHex(1)NeuAc(3),3025.0685275
G16506LR,HexNAc(1)Hex(2) % 545.195584305,G05394UY,HexNAc(1)Hex(2),545.195584305
